probe	gene_hg38	geneType	Composite Element REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate	gene_hg19	hg19_in_hg38	hg38_in_hg19	different_gene_annotation
cg16481281	IL11	protein_coding	cg16481281	0.0143718623283832	IL11	19	55880843	IL11	TRUE	TRUE	FALSE
cg16482226	CNOT2;RP11-611E13.2	protein_coding;antisense	cg16482226	0.0155292191188069	CNOT2	12	70637792	CNOT2	TRUE	FALSE	TRUE
cg16483466	BPIFB4	protein_coding	cg16483466	0.507717955280658	C20orf186	20	31671234	C20orf186	FALSE	FALSE	TRUE
cg16483916	TINCR	lincRNA	cg16483916	0.559090176780093	PLAC2	19	5567758	PLAC2	FALSE	FALSE	TRUE
cg16484842	NELFCD	protein_coding	cg16484842	0.0181183837214649	TH1L	20	57556086	TH1L	FALSE	FALSE	TRUE
cg16486059	AUNIP;RP1-125I3.2	protein_coding;antisense	cg16486059	0.0137174120509856	C1orf135	1	26186256	C1orf135	FALSE	FALSE	TRUE
cg16488098	PODXL	protein_coding	cg16488098	0.0565823009580392	PODXL	7	131240440	PODXL	TRUE	TRUE	FALSE
cg16488522	KRT27	protein_coding	cg16488522	0.479806763813152	KRT27	17	38940132	KRT27	TRUE	TRUE	FALSE
cg16490390	MBOAT7;TSEN34	protein_coding	cg16490390	0.0215712136235915	MBOAT7;TSEN34	19	54694229	MBOAT7;TSEN34	TRUE	TRUE	FALSE
cg16491909	C1orf43;UBAP2L	protein_coding	cg16491909	0.0146495916512574	C1orf43;UBAP2L	1	154193730	C1orf43;UBAP2L	TRUE	TRUE	FALSE
cg16492735	PEG10;SGCE	protein_coding	cg16492735	0.385214511297868	SGCE;PEG10	7	94286208	PEG10;SGCE	TRUE	TRUE	FALSE
cg16494477	FGF18	protein_coding	cg16494477	0.0278293341310322	FGF18	5	170847251	FGF18	TRUE	TRUE	FALSE
cg16494590	BTN2A3P	transcribed_unprocessed_pseudogene	cg16494590	0.0250915873351708	BTN2A3	6	26421791	BTN2A3	TRUE	FALSE	TRUE
cg16495265	HOXB-AS3;HOXB3;HOXB5	antisense;protein_coding	cg16495265	0.628860260198558	LOC404266;HOXB5	17	46671010	HOXB5;LOC404266	FALSE	FALSE	TRUE
cg16499669	NA	.	cg16499669	0.824796279989932	NA	NA	0	NA	TRUE	TRUE	FALSE
cg16500334	SUMO3	protein_coding	cg16500334	0.0664595326412353	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16501028	WT1	protein_coding	cg16501028	0.657005362843785	WT1	11	32450000	WT1	TRUE	TRUE	FALSE
cg16501235	C1orf54	protein_coding	cg16501235	NA	C1orf54	1	150245988	C1orf54	TRUE	TRUE	FALSE
cg16504670	DEF8	protein_coding	cg16504670	0.465170527865236	DEF8	16	90014253	DEF8	TRUE	TRUE	FALSE
cg16504798	MYO1F	protein_coding	cg16504798	0.249117829309146	MYO1F	19	8643540	MYO1F	TRUE	TRUE	FALSE
cg16505204	KCTD14;NDUFC2-KCTD14;THRSP	protein_coding	cg16505204	NA	THRSP	11	77774337	THRSP	TRUE	FALSE	TRUE
cg16505550	PPAP2B	protein_coding	cg16505550	0.725555682002007	PPAP2B	1	57045708	PPAP2B	TRUE	TRUE	FALSE
cg16505687	GPR137B	protein_coding	cg16505687	0.0176432725239185	GPR137B	1	236305169	GPR137B	TRUE	TRUE	FALSE
cg16506346	OR1E1	protein_coding	cg16506346	0.887464498397219	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16507522	SERPINA3	protein_coding	cg16507522	NA	SERPINA3	14	95077557	SERPINA3	TRUE	TRUE	FALSE
cg16508857	WWOX	protein_coding	cg16508857	NA	WWOX	16	78133117	WWOX	TRUE	TRUE	FALSE
cg16509045	TRPM6	protein_coding	cg16509045	0.10270218561698399	TRPM6	9	77502963	TRPM6	TRUE	TRUE	FALSE
cg16509569	NCKAP1L	protein_coding	cg16509569	0.709957568212308	NCKAP1L	12	54891634	NCKAP1L	TRUE	TRUE	FALSE
cg16509658	GABRA6;GABRB2	protein_coding	cg16509658	0.0760219676919529	GABRB2	5	160975347	GABRB2	TRUE	FALSE	TRUE
cg16510010	FAM122C	protein_coding	cg16510010	0.0959909601782802	FAM122C	X	133941163	FAM122C	TRUE	TRUE	FALSE
cg16510657	TMEM35;TRMT2B-AS1	protein_coding;sense_overlapping	cg16510657	0.163433227246391	TMEM35	X	100333950	TMEM35	TRUE	FALSE	TRUE
cg16511708	SS18	protein_coding	cg16511708	0.0157545298558407	SS18	18	23671264	SS18	TRUE	TRUE	FALSE
cg16512727	C12orf4;RAD51AP1	protein_coding	cg16512727	NA	RAD51AP1;C12orf4	12	4649136	C12orf4;RAD51AP1	TRUE	TRUE	FALSE
cg16514843	PAX4	protein_coding	cg16514843	0.785291849823272	PAX4	7	127255483	PAX4	TRUE	TRUE	FALSE
cg16514995	SASS6;TRMT13	protein_coding	cg16514995	NA	SASS6;CCDC76	1	100597460	CCDC76;SASS6	FALSE	FALSE	TRUE
cg16515820	ZBTB20	protein_coding	cg16515820	0.0182151807615366	ZBTB20	3	114866447	ZBTB20	TRUE	TRUE	FALSE
cg16516400	FAM89A	protein_coding	cg16516400	0.0653393690018973	FAM89A	1	231177201	FAM89A	TRUE	TRUE	FALSE
cg16517394	TNFSF4	protein_coding	cg16517394	0.510419001894427	TNFSF4	1	173176362	TNFSF4	TRUE	TRUE	FALSE
cg16518291	CTC-444N24.6;ZNF460	antisense;protein_coding	cg16518291	0.022857278051729	ZNF460	19	57792257	ZNF460	TRUE	FALSE	TRUE
cg16519321	MYOD1	protein_coding	cg16519321	0.610730504001295	MYOD1	11	17741243	MYOD1	TRUE	TRUE	FALSE
cg16519742	ZIM2;ZIM2-AS1	protein_coding;antisense	cg16519742	0.838935952397401	ZIM2	19	57306847	ZIM2	TRUE	FALSE	TRUE
cg16521028	GLIPR1	protein_coding	cg16521028	0.0832882919156275	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16521836	KIAA1407;QTRTD1	protein_coding	cg16521836	0.0156090271152639	QTRTD1;KIAA1407	3	113775302	KIAA1407;QTRTD1	TRUE	TRUE	FALSE
cg16522484	SYNE3	protein_coding	cg16522484	0.832997816551033	C14orf49	14	95942049	C14orf49	FALSE	FALSE	TRUE
cg16523424	SYN1;TIMP1	protein_coding	cg16523424	0.0196424993408342	SYN1;TIMP1	X	47441779	SYN1;TIMP1	TRUE	TRUE	FALSE
cg16523471	MIP;SPRYD4	protein_coding	cg16523471	0.0399323767486434	SPRYD4	12	56862146	SPRYD4	TRUE	FALSE	TRUE
cg16523653	DNMT3B	protein_coding	cg16523653	0.0143803392265763	DNMT3B	20	31350394	DNMT3B	TRUE	TRUE	FALSE
cg16524139	TCF3	protein_coding	cg16524139	NA	TCF3	19	1651573	TCF3	TRUE	TRUE	FALSE
cg16525692	CHD1L;FMO5;RP11-337C18.10	protein_coding;processed_transcript	cg16525692	0.0252601674607558	CHD1L	1	146715099	CHD1L	TRUE	FALSE	TRUE
cg16525761	RPL34;RPL34-AS1	protein_coding;lincRNA	cg16525761	0.0420798425477039	LOC285456;RPL34	4	109541525	LOC285456;RPL34	FALSE	FALSE	TRUE
cg16527805	MDH1;WDPCP	protein_coding	cg16527805	0.0151715893685279	MDH1;C2orf86	2	63816164	C2orf86;MDH1	FALSE	FALSE	TRUE
cg16529592	RUNX3	protein_coding	cg16529592	0.762738610616205	RUNX3	1	25292215	RUNX3	TRUE	TRUE	FALSE
cg16530429	LIN28A	protein_coding	cg16530429	0.51130817236147	LIN28	1	26737470	LIN28	TRUE	FALSE	TRUE
cg16534233	RIMKLA	protein_coding	cg16534233	0.00911420487440485	RIMKLA	1	42846477	RIMKLA	TRUE	TRUE	FALSE
cg16534499	AC084219.2;ZNF223	protein_coding	cg16534499	0.0407684103463876	ZNF223	19	44555960	ZNF223	TRUE	FALSE	TRUE
cg16535180	TANGO2	protein_coding	cg16535180	0.0287615327658068	C22orf25	22	20008367	C22orf25	FALSE	FALSE	TRUE
cg16536450	LCN15	protein_coding	cg16536450	0.67543152500359	LCN15	9	139658896	LCN15	TRUE	TRUE	FALSE
cg16536918	AVP	protein_coding	cg16536918	0.722823161655164	AVP	20	3065403	AVP	TRUE	TRUE	FALSE
cg16537367	OTOR	protein_coding	cg16537367	0.891708769324762	OTOR	20	16729319	OTOR	TRUE	TRUE	FALSE
cg16538604	NELFA	protein_coding	cg16538604	0.00974250621009339	WHSC2	4	2010703	WHSC2	FALSE	FALSE	TRUE
cg16539629	C14orf132	lincRNA	cg16539629	0.163138110851468	C14orf132	14	96505722	C14orf132	TRUE	TRUE	FALSE
cg16539981	DKKL1;TEAD2	protein_coding	cg16539981	0.0391837996432566	TEAD2	19	49865373	TEAD2	TRUE	FALSE	TRUE
cg16540259	NDST2;RP11-574K11.31;RP11-574K11.5	protein_coding;antisense	cg16540259	0.897440562242145	NDST2	10	75572220	NDST2	TRUE	FALSE	TRUE
cg16540704	ASZ1	protein_coding	cg16540704	0.791553196033361	ASZ1	7	117067416	ASZ1	TRUE	TRUE	FALSE
cg16540768	TMEM56;TMEM56-RWDD3	protein_coding	cg16540768	0.0283382793958506	TMEM56	1	95582647	TMEM56	TRUE	FALSE	TRUE
cg16541031	IRF7	protein_coding	cg16541031	0.0143547514636366	IRF7	11	615519	IRF7	TRUE	TRUE	FALSE
cg16542081	GATA5	protein_coding	cg16542081	0.902469571240705	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16543027	PLCB2	protein_coding	cg16543027	0.495942102948041	PLCB2	15	40599680	PLCB2	TRUE	TRUE	FALSE
cg16543294	ASB6	protein_coding	cg16543294	0.0145264242598938	ASB6	9	132404763	ASB6	TRUE	TRUE	FALSE
cg16544272	MYO19;PIGW	protein_coding	cg16544272	0.0171050062719159	MYO19;PIGW	17	34891014	MYO19;PIGW	TRUE	TRUE	FALSE
cg16545079	PER1;RP11-599B13.6	protein_coding	cg16545079	0.0113061283325713	PER1	17	8055888	PER1	TRUE	FALSE	TRUE
cg16545105	CRHBP	protein_coding	cg16545105	0.84325997486437	CRHBP	5	76248749	CRHBP	TRUE	TRUE	FALSE
cg16546489	HSD17B1;RP11-400F19.8	protein_coding;processed_transcript	cg16546489	NA	HSD17B1	17	40703702	HSD17B1	TRUE	FALSE	TRUE
cg16547341	USP29	protein_coding	cg16547341	0.732987219768677	USP29	19	57630691	USP29	TRUE	TRUE	FALSE
cg16547450	IFT88;RP11-476H16.1	protein_coding;antisense	cg16547450	0.0175215433300614	IFT88	13	21141711	IFT88	TRUE	FALSE	TRUE
cg16547529	KLHL35	protein_coding	cg16547529	0.752775712730902	KLHL35	11	75140681	KLHL35	TRUE	TRUE	FALSE
cg16550324	GMDS;GMDS-AS1	protein_coding;lincRNA	cg16550324	0.0173951328357278	GMDS	6	2245327	GMDS	TRUE	FALSE	TRUE
cg16551261	LRRC6	protein_coding	cg16551261	0.0239433589492472	LRRC6	8	133687929	LRRC6	TRUE	TRUE	FALSE
cg16551326	AC006486.9;ERF	protein_coding	cg16551326	0.0251098587474138	ERF	19	42759518	ERF	TRUE	FALSE	TRUE
cg16555388	TNFSF10	protein_coding	cg16555388	0.0326397745650814	TNFSF10	3	172241216	TNFSF10	TRUE	TRUE	FALSE
cg16557944	GPX7	protein_coding	cg16557944	0.492841872873939	GPX7	1	53068197	GPX7	TRUE	TRUE	FALSE
cg16558203	SLC22A14	protein_coding	cg16558203	0.461947259535834	SLC22A14	3	38347392	SLC22A14	TRUE	TRUE	FALSE
cg16558348	RP11-522I20.3;UBQLN1	antisense;protein_coding	cg16558348	0.00839111212766159	UBQLN1	9	86322296	UBQLN1	TRUE	FALSE	TRUE
cg16561743	CXorf23	protein_coding	cg16561743	0.745265020377031	CXorf23	X	19984992	CXorf23	TRUE	TRUE	FALSE
cg16564824	SNAP25;SNAP25-AS1	protein_coding;antisense	cg16564824	0.31551614541117	SNAP25	20	10199536	SNAP25	TRUE	FALSE	TRUE
cg16567044	MEG3;MEG3_1	lincRNA;misc_RNA	cg16567044	0.511810096376387	MEG3	14	101291136	MEG3	TRUE	FALSE	TRUE
cg16570917	PTPRF	protein_coding	cg16570917	0.811459223791386	PTPRF	1	43996062	PTPRF	TRUE	TRUE	FALSE
cg16571399	TLN2	protein_coding	cg16571399	0.968162708397873	TLN2	15	62939540	TLN2	TRUE	TRUE	FALSE
cg16574065	RDM1	protein_coding	cg16574065	0.0144372413802044	RDM1	17	34257726	RDM1	TRUE	TRUE	FALSE
cg16575408	MMP1;WTAPP1	protein_coding;transcribed_processed_pseudogene	cg16575408	0.730229709631644	MMP1	11	102669291	MMP1	TRUE	FALSE	TRUE
cg16579101	NOP2	protein_coding	cg16579101	0.014768248324745	NOP2	12	6677158	NOP2	TRUE	TRUE	FALSE
cg16579354	XRCC5	protein_coding	cg16579354	0.0174661484511923	XRCC5	2	216974337	XRCC5	TRUE	TRUE	FALSE
cg16579646	HSD3B1	protein_coding	cg16579646	NA	HSD3B1	1	120048352	HSD3B1	TRUE	TRUE	FALSE
cg16580737	MME	protein_coding	cg16580737	0.13799329176269	MME	3	154797589	MME	TRUE	TRUE	FALSE
cg16581199	CTD-2201G3.1;MCC;TSSK1B	antisense;protein_coding	cg16581199	0.76447977503712	TSSK1B;MCC	5	112770721	MCC;TSSK1B	TRUE	FALSE	TRUE
cg16582174	CLINT1	protein_coding	cg16582174	NA	CLINT1	5	157286420	CLINT1	TRUE	TRUE	FALSE
cg16582344	ARF1	protein_coding	cg16582344	0.0163744899028514	ARF1	1	228270207	ARF1	TRUE	TRUE	FALSE
cg16584172	ZIC2	protein_coding	cg16584172	0.0235918736082224	ZIC2	13	100633446	ZIC2	TRUE	TRUE	FALSE
cg16584573	FGF8	protein_coding	cg16584573	0.444388150122446	FGF8	10	103535637	FGF8	TRUE	TRUE	FALSE
cg16584911	AHCYL2	protein_coding	cg16584911	0.112022155577354	AHCYL2	7	128864557	AHCYL2	TRUE	TRUE	FALSE
cg16585619	KRT19	protein_coding	cg16585619	0.720692752348327	KRT19	17	39685250	KRT19	TRUE	TRUE	FALSE
cg16585682	SCGB3A1	protein_coding	cg16585682	0.159090750254086	SCGB3A1	5	180017623	SCGB3A1	TRUE	TRUE	FALSE
cg16588061	CTSC	protein_coding	cg16588061	0.0127403539116583	CTSC	11	88070780	CTSC	TRUE	TRUE	FALSE
cg16590151	SYNCRIP	protein_coding	cg16590151	0.490195446660958	SYNCRIP	6	86352636	SYNCRIP	TRUE	TRUE	FALSE
cg16592658	EBI3	protein_coding	cg16592658	0.209226542098077	EBI3	19	4229887	EBI3	TRUE	TRUE	FALSE
cg16593081	DYX1C1	protein_coding	cg16593081	0.735704841894048	DYX1C1	15	55799927	DYX1C1	TRUE	TRUE	FALSE
cg16597172	MYCN;MYCNOS	protein_coding;antisense	cg16597172	0.0127947324596641	MYCN;MYCNOS	2	16080669	MYCN;MYCNOS	TRUE	TRUE	FALSE
cg16598810	DEPDC1;DEPDC1-AS1	protein_coding;antisense	cg16598810	0.0144262541055431	DEPDC1	1	68962176	DEPDC1	TRUE	FALSE	TRUE
cg16601385	CFD	protein_coding	cg16601385	NA	CFD	19	858846	CFD	TRUE	TRUE	FALSE
cg16601861	ALDH1A1	protein_coding	cg16601861	0.0414832398196651	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16604136	NUF2;RGS5	protein_coding;antisense	cg16604136	0.0145662442012653	NUF2	1	163291493	NUF2	TRUE	FALSE	TRUE
cg16604218	EIF2B3	protein_coding	cg16604218	0.33378759157105	EIF2B3	1	45452605	EIF2B3	TRUE	TRUE	FALSE
cg16604516	FBLN2	protein_coding	cg16604516	0.659825175943481	FBLN2	3	13590419	FBLN2	TRUE	TRUE	FALSE
cg16605590	NIFK;TSN	protein_coding	cg16605590	0.0245908019922966	MKI67IP	2	122494233	MKI67IP	FALSE	FALSE	TRUE
cg16606185	NA	.	cg16606185	0.0158713120910393	C21orf33	21	45553535	C21orf33	FALSE	TRUE	TRUE
cg16606638	GALNT4;POC1B;POC1B-GALNT4;RP11-734K2.4	protein_coding;antisense	cg16606638	0.0207511901251268	WDR51B;GALNT4	12	89918221	GALNT4;WDR51B	FALSE	FALSE	TRUE
cg16607065	TP73	protein_coding	cg16607065	0.850707150448994	TP73	1	3607222	TP73	TRUE	TRUE	FALSE
cg16608348	PTPN14	protein_coding	cg16608348	0.0167002106013239	PTPN14	1	214724481	PTPN14	TRUE	TRUE	FALSE
cg16608652	B3GALT2;CDC73	protein_coding	cg16608652	0.151329285513931	B3GALT2;CDC73	1	193155390	B3GALT2;CDC73	TRUE	TRUE	FALSE
cg16609872	KCNQ1	protein_coding	cg16609872	0.570401999994191	KCNQ1	11	2828364	KCNQ1	TRUE	TRUE	FALSE
cg16609957	SHROOM1	protein_coding	cg16609957	0.751998925512471	SHROOM1	5	132161867	SHROOM1	TRUE	TRUE	FALSE
cg16612562	RASL10A	protein_coding	cg16612562	NA	RASL10A	22	29712045	RASL10A	TRUE	TRUE	FALSE
cg16612699	OR8B8	protein_coding	cg16612699	0.788478904707241	OR8B8	11	124311218	OR8B8	TRUE	TRUE	FALSE
cg16613192	HECTD3;UROD	protein_coding	cg16613192	0.0199979504178171	UROD;HECTD3	1	45477977	HECTD3;UROD	TRUE	TRUE	FALSE
cg16614332	COG4;SF3B3	protein_coding	cg16614332	0.0131912385624766	SF3B3;COG4	16	70557707	COG4;SF3B3	TRUE	TRUE	FALSE
cg16614500	DEAF1;EPS8L2;TMEM80	protein_coding	cg16614500	NA	TMEM80;DEAF1	11	694704	DEAF1;TMEM80	TRUE	FALSE	TRUE
cg16615211	KIF15;MIR564;TMEM42	protein_coding;miRNA	cg16615211	0.145132257288724	MIR564;TMEM42	3	44902933	MIR564;TMEM42	TRUE	FALSE	TRUE
cg16616325	RP11-295G20.2;TSNAX;TSNAX-DISC1	antisense;protein_coding	cg16616325	0.0114632577068079	TSNAX-DISC1;TSNAX	1	231664276	TSNAX;TSNAX-DISC1	TRUE	FALSE	TRUE
cg16616734	ANKRD13A;RP11-837J7.3	protein_coding;TEC	cg16616734	0.00976085420236323	ANKRD13A	12	110437259	ANKRD13A	TRUE	FALSE	TRUE
cg16616769	IQCK;KNOP1	protein_coding	cg16616769	0.523878526392819	IQCK;C16orf88	16	19727142	C16orf88;IQCK	FALSE	FALSE	TRUE
cg16617137	SIGLEC6	protein_coding	cg16617137	0.318459637334108	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16619240	LIMA1	protein_coding	cg16619240	0.0114737623349834	LIMA1	12	50677228	LIMA1	TRUE	TRUE	FALSE
cg16620032	GPR4;OPA3	protein_coding	cg16620032	0.0661983286025808	GPR4	19	46097075	GPR4	TRUE	FALSE	TRUE
cg16620731	ZNF583	protein_coding	cg16620731	NA	ZNF583	19	56915079	ZNF583	TRUE	TRUE	FALSE
cg16621987	AC004471.9;DGCR2	antisense;protein_coding	cg16621987	0.259715510195597	DGCR2	22	19110328	DGCR2	TRUE	FALSE	TRUE
cg16625125	NUDT8	protein_coding	cg16625125	0.0198209396443835	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16625216	GAK;TMEM175	protein_coding	cg16625216	0.0128655830360264	TMEM175;GAK	4	926338	GAK;TMEM175	TRUE	TRUE	FALSE
cg16625901	ANKRD32	protein_coding	cg16625901	0.856218416993401	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16626670	CLEC4G	protein_coding	cg16626670	0.713726330162967	CLEC4G	19	7797031	CLEC4G	TRUE	TRUE	FALSE
cg16627949	NDRG2;RNASE8	protein_coding	cg16627949	0.782684136292982	RNASE8	14	21526351	RNASE8	TRUE	FALSE	TRUE
cg16628119	ITPK1	protein_coding	cg16628119	0.0199147916852833	ITPK1	14	93582398	ITPK1	TRUE	TRUE	FALSE
cg16628918	FBXL6;SLC52A2	protein_coding	cg16628918	0.454664471458109	FBXL6;GPR172A	8	145580818	FBXL6;GPR172A	FALSE	FALSE	TRUE
cg16632280	LTBP3	protein_coding	cg16632280	0.0451101940083172	LTBP3	11	65325623	LTBP3	TRUE	TRUE	FALSE
cg16632715	HOXD10;HOXD11	protein_coding	cg16632715	0.423855409275964	HOXD11	2	176972113	HOXD11	TRUE	FALSE	TRUE
cg16632891	SSBP3	protein_coding	cg16632891	0.0331203846293415	SSBP3	1	54872978	SSBP3	TRUE	TRUE	FALSE
cg16636110	ZNF264	protein_coding	cg16636110	0.762630219398954	ZNF264	19	57702479	ZNF264	TRUE	TRUE	FALSE
cg16636571	GYPB;RP11-673E1.4	protein_coding;antisense	cg16636571	0.688874178455095	GYPB	4	144939574	GYPB	TRUE	FALSE	TRUE
cg16638540	ZNF135	protein_coding	cg16638540	0.685741187010215	ZNF135	19	58570468	ZNF135	TRUE	TRUE	FALSE
cg16639185	EIF2D	protein_coding	cg16639185	0.252824280686252	LGTN	1	206786178	LGTN	FALSE	FALSE	TRUE
cg16639595	AC003991.3;SRI	antisense;protein_coding	cg16639595	NA	SRI	7	87856984	SRI	TRUE	FALSE	TRUE
cg16639637	TUBGCP5	protein_coding	cg16639637	0.016869606932835	TUBGCP5	15	22833308	TUBGCP5	TRUE	TRUE	FALSE
cg16640096	COL4A3;COL4A4	protein_coding	cg16640096	0.11959760877555	COL4A3;COL4A4	2	228029790	COL4A3;COL4A4	TRUE	TRUE	FALSE
cg16641915	CAPN5	protein_coding	cg16641915	0.0156408099304546	CAPN5	11	76778247	CAPN5	TRUE	TRUE	FALSE
cg16645539	SNAPC3	protein_coding	cg16645539	0.0126685011048811	SNAPC3	9	15422589	SNAPC3	TRUE	TRUE	FALSE
cg16648297	IRGQ;SRRM5;ZNF576	protein_coding	cg16648297	0.00661577243081475	ZNF576;IRGQ	19	44100438	IRGQ;ZNF576	TRUE	FALSE	TRUE
cg16648841	C8A	protein_coding	cg16648841	0.243328330071915	C8A	1	57320685	C8A	TRUE	TRUE	FALSE
cg16650125	MTTP	protein_coding	cg16650125	0.84265416876121	NA	NA	0	NA	TRUE	FALSE	TRUE
cg16652063	SLC13A5	protein_coding	cg16652063	0.654580886311187	SLC13A5	17	6616653	SLC13A5	TRUE	TRUE	FALSE
cg16652241	MMP15	protein_coding	cg16652241	0.0250584497337253	MMP15	16	58059321	MMP15	TRUE	TRUE	FALSE
cg16652259	DLX1	protein_coding	cg16652259	0.27993409172785	DLX1	2	172949501	DLX1	TRUE	TRUE	FALSE
cg16652639	ADAM9;TM2D2	protein_coding	cg16652639	0.0145928114396191	TM2D2;ADAM9	8	38853854	ADAM9;TM2D2	TRUE	TRUE	FALSE
cg16653538	GAS2L3	protein_coding	cg16653538	0.0170728456590892	GAS2L3	12	100967609	GAS2L3	TRUE	TRUE	FALSE
cg16657615	CLDN6;TNFRSF12A	protein_coding	cg16657615	NA	TNFRSF12A	16	3070630	TNFRSF12A	TRUE	FALSE	TRUE
cg16658719	TGFB2;TGFB2-AS1	protein_coding;antisense	cg16658719	0.0295872506490818	TGFB2	1	218518963	TGFB2	TRUE	FALSE	TRUE
cg16659043	SAMD12;SAMD12-AS1	protein_coding;lincRNA	cg16659043	0.0123336779763599	SAMD12	8	119634612	SAMD12	TRUE	FALSE	TRUE
cg16660041	IQCF1	protein_coding	cg16660041	0.834135214360259	IQCF1	3	51938430	IQCF1	TRUE	TRUE	FALSE
cg16660717	ORMDL2;RP11-762I7.5;SARNP	protein_coding	cg16660717	0.0117331399695728	SARNP;ORMDL2	12	56211781	ORMDL2;SARNP	TRUE	FALSE	TRUE
cg16664233	ETHE1;ZNF575	protein_coding	cg16664233	0.0187088703917033	ETHE1	19	44031589	ETHE1	TRUE	FALSE	TRUE
cg16665103	COQ3	protein_coding	cg16665103	0.0406049261005122	COQ3	6	99841605	COQ3	TRUE	TRUE	FALSE
cg16666115	MRPS18A	protein_coding	cg16666115	0.0104543807287341	MRPS18A	6	43655680	MRPS18A	TRUE	TRUE	FALSE
cg16666160	NR5A1	protein_coding	cg16666160	0.988800494549585	NR5A1	9	127269631	NR5A1	TRUE	TRUE	FALSE
cg16666456	LRRC40;SRSF11	protein_coding	cg16666456	0.0113977946606389	SFRS11;LRRC40	1	70671441	LRRC40;SFRS11	FALSE	FALSE	TRUE
cg16668394	MEN1	protein_coding	cg16668394	0.0294144826444599	MEN1	11	64578521	MEN1	TRUE	TRUE	FALSE
cg16670497	GSTM2;GSTM4	protein_coding	cg16670497	NA	GSTM2	1	110210913	GSTM2	TRUE	FALSE	TRUE
cg16672449	RUVBL1	protein_coding	cg16672449	0.0131397589194159	RUVBL1	3	127842622	RUVBL1	TRUE	TRUE	FALSE
cg16673198	CPNE4	protein_coding	cg16673198	0.848906156707217	CPNE4	3	131754273	CPNE4	TRUE	TRUE	FALSE
cg16677885	FASTK	protein_coding	cg16677885	0.0146062074411151	FASTK	7	150778122	FASTK	TRUE	TRUE	FALSE
cg16678925	OR1A2	protein_coding	cg16678925	0.58166971107576	OR1A2	17	3100972	OR1A2	TRUE	TRUE	FALSE
cg16679837	AL049564.1;AR	miRNA;protein_coding	cg16679837	0.530489316495984	AR	X	66764000	AR	TRUE	FALSE	TRUE
cg16682903	ACVR1	protein_coding	cg16682903	0.116455497953634	ACVR1	2	158694670	ACVR1	TRUE	TRUE	FALSE
cg16685388	HIVEP3	protein_coding	cg16685388	0.29609570693149	HIVEP3	1	42384056	HIVEP3	TRUE	TRUE	FALSE
cg16685860	PLD2;RP11-81A22.5	protein_coding;lincRNA	cg16685860	0.0125122687140516	PLD2	17	4710619	PLD2	TRUE	FALSE	TRUE
cg16687447	KLLN;PTEN	protein_coding	cg16687447	0.00623795964163789	PTEN;KILLIN	10	89623336	KILLIN;PTEN	FALSE	FALSE	TRUE
cg16688376	AKAP9	protein_coding	cg16688376	0.0296962475794781	AKAP9	7	91570673	AKAP9	TRUE	TRUE	FALSE
cg16688911	VASP	protein_coding	cg16688911	0.0112433209073573	VASP	19	46010011	VASP	TRUE	TRUE	FALSE
cg16689634	CYP4X1	protein_coding	cg16689634	0.0487722024715644	CYP4X1	1	47489539	CYP4X1	TRUE	TRUE	FALSE
cg16691616	HIBCH;INPP1	protein_coding	cg16691616	0.0154228504410921	INPP1	2	191209057	INPP1	TRUE	FALSE	TRUE
cg16691888	LRP2	protein_coding	cg16691888	NA	LRP2	2	170219230	LRP2	TRUE	TRUE	FALSE
cg16692277	GUCY1B2	unitary_pseudogene	cg16692277	0.485621314261767	GUCY1B2	13	51640948	GUCY1B2	TRUE	TRUE	FALSE
cg16692761	TAF1B	protein_coding	cg16692761	NA	TAF1B	2	9983859	TAF1B	TRUE	TRUE	FALSE
cg16695354	LYSMD2	protein_coding	cg16695354	0.0256297039345453	LYSMD2	15	52030164	LYSMD2	TRUE	TRUE	FALSE
cg16698623	MGMT	protein_coding	cg16698623	0.838453092302062	MGMT	10	131412968	MGMT	TRUE	TRUE	FALSE
cg16698781	LINC01424;UBE2G2	antisense;protein_coding	cg16698781	0.012715133143149	UBE2G2	21	46221955	UBE2G2	TRUE	FALSE	TRUE
cg16701105	DENND4A;RAB11A	protein_coding	cg16701105	0.0142306041057949	DENND4A	15	66084815	DENND4A	TRUE	FALSE	TRUE
cg16703647	CRABP1;RP11-5O23.2	protein_coding;TEC	cg16703647	0.245902934940859	CRABP1	15	78632592	CRABP1	TRUE	FALSE	TRUE
cg16705481	TRAPPC3	protein_coding	cg16705481	0.0185718489266372	TRAPPC3	1	36615026	TRAPPC3	TRUE	TRUE	FALSE
cg16706631	HIST1H4E	protein_coding	cg16706631	0.0490344584397628	HIST1H4E	6	26204823	HIST1H4E	TRUE	TRUE	FALSE
cg16708012	TMEM119	protein_coding	cg16708012	0.406824816419013	TMEM119	12	108992114	TMEM119	TRUE	TRUE	FALSE
