Hybridization REF	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05
cg10648113	0.962619131928969	NA	NA	0
cg10648908	0.0779929358267133	ARFGAP3	22	43253189
cg10652277	0.0183170846599181	SLC30A9	4	41992362
cg10654016	0.0484311818679661	LLPH	12	66524411
cg10660136	0.00808590208768322	C2orf52	2	232379107
cg10660256	0.70257834338406	BHMT	5	78407683
cg10661591	0.0465273842154687	TFG	3	100428033
cg10662787	0.0377208341484888	LGTN	1	206785415
cg10663017	NA	DUSP23	1	159750305
cg10663973	0.0168334656231256	MRFAP1	4	6642559
cg10664272	NA	CAPG	2	85638053
cg10665018	0.0981277444109803	ZNF688	16	30582881
cg10667970	0.0655718904449402	FBXO6	1	11724057
cg10669058	0.178981248859808	CILP2	19	19648555
cg10670077	0.604920310164981	INSR	19	7293341
cg10671066	0.0767217083073707	SLAMF6	1	160492861
cg10671802	0.0166843048463382	DHRS13	17	27230278
cg10673431	NA	S100A11	1	152010110
cg10673984	0.0132742821253458	PPM1D	17	58677844
cg10674793	NA	DVL3	3	183872704
cg10676060	0.190261817897117	DDX31;GTF3C4	9	135546789
cg10677144	0.961249304470906	MYOM1	18	3220106
cg10677787	0.0329501610883089	DHRS4L2	14	24457893
cg10681065	0.413707064181922	TFR2	7	100239172
cg10681137	0.986579658123486	CTU1	19	51607839
cg10681725	0.0215995590227986	RPS23	5	81574453
cg10682057	0.00844978750011164	NAAA	4	76862278
cg10683939	0.479475588228024		16	73178242
cg10685945	0.0159716918846919	AGPAT9	4	84457822
cg10686044	0.0159063736874868	SEL1L	14	82000026
cg10688941	0.0196551813628923	SNRNP200	2	96971181
cg10688991	0.208959959770831	DLX3	17	48072565
cg10689889	0.0120549115496428	MAF	16	79634732
cg10691006	0.0209174034325817	MCM2	3	127316993
cg10691259	0.0370730236383855	TRNAU1AP	1	28879858
cg10691387	0.428233638101419	IQCF2	3	51895618
cg10692870	0.0388829633199922	FN1	2	216300268
cg10693071	0.117267099463574	TRIM36	5	114516422
cg10694152	0.33596219914518	SLC15A1	13	99404506
cg10694914	0.704871725328239	POU2AF1	11	111250431
cg10694959	0.0149697813385914	KPNA6	1	32573640
cg10698222	0.0139504634565455	C7orf43	7	99756139
cg10698549	0.0158598035932285	SRRM1	1	24969970
cg10703331	0.0295162513180937	TRIM24	7	138144619
cg10704545	0.905903219214001	GLRX2	1	193075590
cg10704923	0.978818015081473	HIST1H1T	6	26108404
cg10705251	0.922566989772775	ZNF683	1	26699605
cg10705800	0.115426968080543	CITED4	1	41328420
cg10705951	0.00999440105775681	TAOK2	16	29985294
cg10707300	0.0139714601383082	ZNF653	19	11616032
cg10707565	0.884782845459828	CUBN	10	17171695
cg10708675	0.0240602341232293	NQO1	16	69760758
cg10708793	0.0152636553366512	DHX58	17	40264626
cg10708828	0.0109263589141682	NFIL3	9	94185698
cg10708905	0.0411884254456689	LRIG3	12	59313883
cg10709021	0.562210160256419	PURG;WRN	8	30890108
cg10710439	0.643632468996331	ZNF781	19	38183976
cg10712623	0.198225794734797	RARB	3	25469577
cg10713320	0.0469802281669712	CLDND1	3	98241469
cg10714284	0.0335292312461109	HLA-DMB	6	32908901
cg10715231	0.952026206582739	NA	NA	0
cg10716163	0.0223751227976674	MUM1	19	1355910
cg10716607	0.0328505113140218	TOPORS	9	32552648
cg10719920	NA		21	46724843
cg10720654	0.33166040805818	PTENP1	9	33676517
cg10722799	0.595261669195092	CLIC6	21	36041699
cg10723020	0.0175019878476163	CREB1	2	208393829
cg10725344	0.63685843148734	FAM180A	7	135433639
cg10726357	0.782273494736366	SLC46A2	9	115653543
cg10728503	0.923201586831894	MKS1	17	56294088
cg10729531	0.0143995598623266	TCFL5	20	61492669
cg10730174	0.0514444660555365	PRRX1	1	170633559
cg10730712	0.43263379777216	COL23A1	5	178017827
cg10731022	0.011028677353395	EIF4EBP3;ANKHD1-EIF4EBP3	5	139927252
cg10731149	0.0365268166459725	NA	NA	0
cg10732834	0.848119318533642	KIAA1632	18	43498793
cg10734665	0.686704077011605	ATP10A	15	26107410
cg10735116	0.0106138278788395	GPR89B	1	147400532
cg10735607	NA	TMEM109	11	60680515
cg10737521	0.437478438704173	TBC1D9B	5	179335243
cg10737625	0.0347735378940407	RCHY1;THAP6	4	76439436
cg10740670	0.0169144696626529	FNTB	14	65453617
cg10740965	0.0131045974455531	CTNNBIP1	1	9969647
cg10741369	NA	TRIM7	5	180633326
cg10741760	0.349873142066042	HTR6	1	19992024
cg10742225	NA	KRT13	17	39662980
cg10742801	0.232652356037345	PRAP1	10	135161047
cg10743104	0.664529340426364	PDPN	1	13910206
cg10746737	0.73306546263173	NA	NA	0
cg10748867	0.811453646012624	MRTO4;KIAA0090	1	19577036
cg10749011	0.0238619603973622	ITGA6	2	173292579
cg10749413	0.0135280081809041	ABCA7	19	1041020
cg10751811	NA	CYP4Z1	1	47533976
cg10752753	0.0968119064478087	SLC45A2	5	33984930
cg10753073	0.942884797087482	UBE2U	1	64669599
cg10753582	0.0220447998343912	KIFAP3	1	170043676
cg10756887	0.579929898146709	C22orf15	22	24105692
cg10757144	0.657649494531839	PCDHB15	5	140625237
cg10758292	0.779499053722104	NA	NA	0
cg10762132	0.0100745640701381	SLC20A1	2	113403533
cg10762615	0.788054317706574	NA	NA	0
cg10763059	0.0217530442708878	PTPN12	7	77165728
cg10763288	0.124249961649632	DHCR7	11	71158925
cg10764357	0.487064373074503	BCAT1	12	25102072
cg10766289	0.729175723909563	KRT1	12	53073506
cg10769011	0.939921931868665	FOXN1	17	26851153
cg10770524	0.188936229812492	NA	NA	0
cg10770529	0.0588340145899386	ZNF274	19	58695164
cg10771262	0.557952004382762	TCF21	6	134209980
cg10773309	0.0368057614462837	BAI2	1	32229411
cg10773869	0.0121949726669913	GMCL1	2	70057052
cg10774155	0.00961557784275198	VKORC1L1	7	65338427
cg10774440	NA	LEFTY1	1	226076153
cg10775273	0.0750994465910935	CRYBA2	2	219857927
cg10777851	0.0406323768118593	CD200	3	112051808
cg10778415	NA	TYW1	7	66462276
cg10778619	0.0157645590992589	KCNMB4	12	70760807
cg10779183	0.651170992679035	NA	NA	0
cg10780112	0.0448717475050052	HEBP2	6	138725213
cg10783042	0.0846996745342527	HDAC6	X	48660813
cg10784030	0.59629548231188	INPP5B	1	38412688
cg10784067	0.021445475169156	ERCC4	16	14014435
cg10784090	0.628187690452116	CLDN18	3	137717598
cg10784341	0.775567409890558	PHACTR2	6	143929300
cg10784785	0.0206874691250058	SIAH1	16	48419812
cg10784813	0.364861595420033	SOCS1	16	11348678
cg10784821	NA	COQ6;FAM161B	14	74415410
cg10786622	0.0177195960887257	NUP153	6	17706560
cg10786880	0.0233708273067208	PRKAA1	5	40798196
cg10787197	0.44488275892942	C6orf105	6	11779941
cg10789261	0.845992005231396	LARP4B	10	931643
cg10791260	0.019058200215423	TNFSF15	9	117568588
cg10791955	0.00922354970670986	TRMT11	6	126307701
cg10792326	NA	DYNLL1	12	120933732
cg10795646	0.410314941106276		1	151975566
cg10796979	0.0162989681657268	LMBRD1	6	70506998
cg10797195	NA	MUTYH;TOE1	1	45805338
cg10797910	0.0122845093583735	SIK2	11	111473380
cg10798171	0.147697392529963	ICA1	7	8302301
cg10801213	0.0230588851661456	SLC7A3	X	70150722
cg10801369	0.764797563730066	NA	NA	0
cg10805447	0.0112986208399592	ZBTB43	9	129567355
cg10805667	0.0117000928764442	LRTOMT;C11orf59	11	71814220
cg10805676	0.853519654594967	TMEM8A;MRPL28	16	421990
cg10806140	0.0495835378604777	SFRP4	7	37956554
cg10807560	0.718339978063056	SLC8A1	2	40656665
cg10809441	0.0119615445593503	DHX8	17	41561461
cg10810921	0.0350958182633223	CRLF1	19	18717641
cg10812811	0.0132054257069631	C20orf112	20	31070849
cg10814135	0.0175820954778875	ASPSCR1	17	79935032
cg10818284	0.139542499512513	SYP	X	49056605
cg10818781	0.851135260872935	PHB2;EMG1	12	7081178
cg10819446	0.0105548254977443	PARD6A;ACD	16	67693619
cg10821722	0.926423450557036	MEN1;MAP4K2	11	64571899
cg10822116	0.0524640392017085	CREB3;TLN1	9	35733370
cg10822172	0.285057425150659	CREB5	7	28338757
cg10823157	0.0275074457328603	ATP9B	18	76829834
cg10823546	0.0142446441576921	NAA35	9	88555702
cg10823926	0.0177905016012825	ANKRD35	1	145549189
cg10829134	0.00892884612183112	ZFAND6	15	80352620
cg10829427	0.0183043812900522	RPUSD3	3	9885775
cg10830758	0.042341867970349	C10orf4	10	95462430
cg10832166	0.891191543509641	SNORD116-1	15	25296628
cg10832945	0.680708339966646	NA	NA	0
cg10833014	0.0123429846206557	WDR20;HSP90AA1	14	102605952
cg10833091	0.0237139592659967	C7orf23	7	86848751
cg10833576	0.0131643499457942	UTP15;ANKRA2	5	72861749
cg10834439	0.0105349196394467	NA	NA	0
cg10834677	0.831047901982523	FAM19A3	1	113263289
cg10835876	0.883238782431534	DPT	1	168698977
cg10837843	0.01349827845857	DUSP1	5	172199244
cg10839521	NA	LRGUK	7	133811911
cg10839723	0.0684881953236812	TBL1X	X	9432900
cg10839997	NA	B3GNT1	11	66115647
cg10840135	0.785450205036681	CYP2D6	22	42526619
cg10840864	0.949509064095233	PSMC5;FTSJ3	17	61903314
cg10841258	NA	CTTNBP2NL	1	112938518
cg10844844	0.0379493700038792	KCNK5	6	39197502
cg10845200	0.0167591841225619	CALY	10	135150485
cg10846410	0.910995966600015	NA	NA	0
cg10846922	0.845084646625054	RAB9P1	5	104435608
cg10847798	0.0520511626098371	NA	NA	0
cg10848367	0.266652838076802	SCGB1D2	11	62009065
cg10849854	NA	GREB1	2	11674557
cg10850119	0.0101638327911755	FBXO4	5	41925229
cg10850580	0.0245002152934998	UBR4	1	19537115
cg10851775	0.908806411981106	NA	NA	0
cg10853416	NA	MS4A7	11	60145275
cg10857345	0.385480473916103	TEX13B	X	107225630
cg10857774	0.54044959850351	DMPK;DMWD	19	46286683
cg10857807	0.00988192907849001	MAD1L1	7	2272392
cg10861017	0.400988016725032	ZNF420	19	37569503
cg10861599	0.597252286418745	TNFSF4	1	173176523
cg10861751	0.614595956161969	RGS1	1	192544716
cg10862535	0.714446874783416	PGLYRP1	19	46526483
cg10862587	0.248302375319182	STK16;GLB1L	2	220110550
cg10862848	0.160108747831083	GNMT	6	42927986
cg10863038	0.00725716001261226	OBFC2A	2	192542548
cg10864286	0.0220608837738982	CXorf22	X	35937949
cg10864501	0.0665057807152616	POLDIP3	22	43011545
cg10864941	NA	LYZL4	3	42452781
cg10865119	0.028252056183825	C6orf122;C6orf208	6	170190112
cg10866709	0.482376063843669	GATA4	8	11561361
cg10869069	0.0304997379694322	ASCC3	6	101329502
cg10869376	0.0163735050349887	MRPS31	13	41345315
cg10871523	0.0145913612280192	SCLT1;C4orf33	4	130014369
cg10872209	NA	SFXN2;ARL3	10	104475308
cg10872212	0.477569518380714	KLHDC8B	3	49209160
cg10872447	0.0124504215836336	GTF2F2	13	45694593
cg10874403	0.702847855496916	POU1F1	3	87325835
cg10876928	0.256580036305668	SDC4	20	43977473
cg10878307	0.369601446969896	PRR15L	17	46034455
cg10878896	0.027732843479096	CS	12	56694449
cg10878998	0.0524577150619041	CYB5A	18	71959092
cg10880863	0.0321115593168297	EXOC4	7	132937862
cg10881306	0.0570976943393044	CRIM1	2	36583600
cg10882227	0.0415735326149069	NA	NA	0
cg10883303	0.213857110836568	HOXA13	7	27239024
cg10883352	0.749978126117258		3	142895375
cg10883621	0.171676035994446	C2orf39	2	26624604
cg10885338	0.726324642081154	C2orf40	2	106682640
cg10885645	0.0185719122361309	CLSTN3	12	7283027
cg10887021	0.562174245257561	PCDHB2	5	140474145
cg10887392	0.00862504634754029	CTDSP1	2	219264158
cg10889070	0.535059847311112	NA	NA	0
cg10889792	0.856593573220241	KRTAP5-9	11	71258917
cg10891025	0.0157514055712954	EIF3J	15	44828937
cg10891157	0.0137688857189954	CRTAP	3	33155916
cg10891879	0.0350499355441027	CASZ1	1	10753774
cg10892866	0.0087454168510681	PYGO2	1	154934115
cg10893007	0.0198007305456953	NBR2;BRCA1	17	41277694
cg10893437	0.0352487002026139	ZNF828	13	115079492
cg10894102	0.0210808960068463	CLIC4	1	25072583
cg10894453	0.486286192074942	ITM2A	X	78622859
cg10894512	0.866668035712169	ACTA2	10	90712478
cg10895130	0.952188860619809	BNIPL;PRUNE	1	151007925
cg10895543	0.53815360725705	NA	NA	0
cg10896774	0.0543104774021181	C7orf34	7	142636840
cg10896886	0.0185216024524315	ACTR3B	7	152456700
cg10897648	0.00931086967549967	MALT1	18	56338258
cg10900550	NA	TDRD7	9	100173984
cg10904672	0.857297920755114	NA	NA	0
cg10905613	0.023566943329858	GPS2	17	7218247
cg10905918	0.0389135608043574	RPS24	10	79793527
cg10906135	0.94048631493307	GLTSCR1	19	48181752
cg10906552	NA	IL1RAP	3	190232089
cg10906663	0.873237857360927	PHEX	X	22050977
cg10907112	0.0892265846993792	POF1B	X	84634768
cg10908369	0.19176221873805	CNRIP1	2	68547256
cg10909324	0.0156160321485324	EHMT2	6	31865086
cg10910525	0.584467712944475	HRC	19	49658232
cg10910775	0.648031343481187	CDC27	17	45266517
cg10911660	0.275812969446369	ZNF585A	19	37663705
cg10911877	0.014943907706789	PAFAH1B1	17	2496280
cg10912077	0.0195632760510687	LMO4	1	87794075
cg10912268	0.031774606666662	SPTLC1	9	94877902
cg10913563	0.0297525685925098	C8orf55	8	143808814
cg10917602	0.199638521906223	HSD3B7	16	30996630
cg10917619	0.181281076224118	NRXN1	2	51255627
cg10918202	0.535154822727176	BAALC;C8orf56	8	104153173
cg10918419	0.0159016702523818	C8orf55	8	143808262
cg10918927	0.0165650850238544	HOXC4;HOXC5;HOXC6	12	54411193
cg10919204	0.452695110329914	CDH6	5	31193340
cg10919329	0.0194814584834759	SLC35A1	6	88182879
cg10920302	0.0138501557115379	LARS2	3	45430089
cg10920427	0.022420780678926	RPF2	6	111303363
cg10920765	0.462180841439211	NA	NA	0
cg10920957	0.635944648055941	JPH3	16	87635473
cg10922163	0.0398428048193405	C9orf23	9	34611951
cg10922280	0.412916856845848	DPEP2	16	68034227
cg10922622	0.0180980922999338	FSD1L	9	108210153
cg10923408	0.661654090025536	C13orf26	13	31506710
cg10925082	0.70234312996154	ARHGDIB	12	15114703
cg10926623	0.0576302980376966	L1CAM	X	153141065
cg10927536	NA	HPS4;SRRD	22	26880188
cg10929387	0.778459491867705	ITIH4	3	52864659
cg10934032	0.108012430997823	RNASE6	14	21249405
cg10935064	0.987906104999636	SYCP3	12	102133347
cg10935550	0.00894229929906494	BTG2	1	203274660
cg10935709	0.0100112265321075	NA	NA	0
cg10935723	0.408542273456336	KCNK10	14	88793634
cg10936230	0.0529094152580524	RAB27A	15	55582890
cg10936763	0.0248897983269968	CDKN1A	6	36647073
cg10938286	0.881762558848312	CST2	20	23806999
cg10938446	0.955380764380087	IL1RN	2	113875723
cg10938486	0.632204380163602	ACSM5	16	20420716
cg10940099	0.0160391200769112	CD164	6	109703938
cg10940418	0.585966532431065	NA	NA	0
cg10942056	0.764363290196662	DISP1	1	223101848
cg10943191	0.0169477612055955	TMEM52	1	1850414
cg10944783	NA	PSMC3IP	17	40730097
cg10946435	0.0864140155749682	KCNN3	1	154843044
cg10947146	0.524357314874447	XKR6	8	11058710
cg10948777	0.0120574817188592	DNM2;MIR638	19	10828972
cg10948883	0.0099153275355493	DDX41	5	176944132
cg10949322	0.0157173345638603	CUL2	10	35379230
cg10950297	0.0926600131415472	EFNB1	X	68049085
cg10951619	0.269540397962846	FAM5C	1	190447232
cg10954182	0.331629208567251	NFYB	12	104532377
cg10957151	0.102427430835663	HOXD9	2	176986956
cg10957200	0.0196402539431979	CDNF;HSPA14	10	14880574
cg10957584	0.0129427439266389	FAM86A	16	5148097
cg10957680	0.0189614490828125	IFI6	1	27998883
cg10958402	0.0297518955565474	RNF7	3	141456882
cg10959933	NA	C15orf39	15	75493871
cg10960626	NA	C8orf45	8	67785794
cg10960946	0.00796523027553271	UBE2I	16	1359179
cg10962407	0.0104270845273465	ICA1L	2	203736738
cg10964421	0.0891323706669593	TNFRSF10D	8	23021093
cg10965432	0.00970212083462526	AKTIP	16	53537025
cg10965489	0.93486551804964	NA	NA	0
cg10966500	0.0139570929896755	TCHP	12	110338339
cg10967280	0.984701141749054	C12orf12	12	91348999
cg10968649	0.00966293705514448	KDM4A	1	44115804
cg10968815	0.638677348940392	BPIL1	20	31595346
cg10970251	0.0931911507399909	SLC25A22	11	796421
cg10970409	0.156102071461395	VIPR1	3	42543566
cg10971269	0.00921278566329154	NA	NA	0
cg10971346	0.0185626124782128	PIGV	1	27114745
cg10971750	0.0122827269238371	VRK1	14	97264166
cg10971790	0.110187663448764	FUZ	19	50316458
cg10972353	0.0158661032232718	SCD5	4	83719895
cg10972821	0.0221496800895273	AKAP1	17	55163212
cg10976172	0.0343309969176016	ZNF785	16	30597528
cg10976673	0.0209662887627787	CCRN4L	4	139937474
cg10977115	0.824040525003881	CRTAM	11	122709471
cg10978346	0.649651559639581	NA	NA	0
cg10978355	0.215642158669572	RNU5E;RNU5D;CKMT2	5	80529340
cg10978402	0.0119502386567137	IQGAP1	15	90931990
cg10979891	0.188179796558433	SMOC1	14	70345898
cg10981541	0.0469609345837575	FAM57A	17	636487
cg10982775	0.0122699865002052	PLEKHA8	7	30067792
cg10983208	0.41298757297439	SPOCK2	10	73848320
cg10983720	0.0246798158091552	LRIG2	1	113615878
cg10984852	NA	ECHS1	10	135187325
cg10985320	NA	JRKL	11	96124636
cg10985987	0.0117408413663081	LOC440356;CDIPT	16	29874508
cg10986043	0.563663429609438	TCAP	17	37820495
cg10987882	NA	RNF24	20	3996459
cg10988561	NA	PDCD6	5	271254
cg10989326	0.803822008632239	EVI5	1	93258908
cg10989517	0.243622833310825	SERGEF	11	18034024
cg10990993	0.756708164803097	EPM2AIP1;MLH1	3	37033632
cg10994126	0.342599473848728	PAPPA2	1	176432498
cg10994379	0.137617650010396	CAPSL	5	35939420
cg10994430	0.341622691145958	PALM2;PALM2-AKAP2	9	112542080
cg10994858	0.0238538040913769	MINPP1	10	89264429
cg10995359	0.0164029266154919	LCLAT1	2	30670170
cg10995380	0.121034089254602	TGFB1I1	16	31484032
cg10995925	0.413280590813106	LTA	6	31539601
cg10996143	0.0311031806759798	FKBP1A	20	1373995
cg10997248	0.667802552947517	FXYD2	11	117699019
cg10999429	NA	ACVRL1	12	52300973
cg11000221	0.0222266694637634	DHX40	17	57643293
cg11003133	0.515848770984929	AIM2	1	159046391
cg11004890	0.700801500486458	SLC4A11	20	3218500
cg11005091	0.0335637967233279	HNRNPA1;HNRPA1L-2;CBX5	12	54675412
cg11005826	0.198909264271955	IGF2AS;INS-IGF2;IGF2	11	2165961
cg11007123	0.016663725562712	SPTAN1	9	131314542
cg11007423	0.032414703824537	SPPL2A	15	51058114
cg11008571	NA	N4BP2L1	13	32990510
cg11008866	NA	CASR	3	121902442
cg11009596	0.0109704833908209	AURKB	17	8113758
cg11009736	0.172721849819212	MARCO	2	119699682
cg11010122	0.0171548628132338	DNAJB14	4	100868318
cg11011602	0.010505561439388	SNORD24;MED22;RPL7A	9	136215029
cg11011938	0.047688054296964	SEMA5A	5	9545976
cg11012046	0.025459020595566	GLB1L2	11	134202336
cg11015241	0.847475509722497	ATP10A	15	26026249
cg11016563	0.500023614661773	TRPC6	11	101454626
cg11016745	0.10221344483682	CXorf58;APOO	X	23926314
cg11017269	0.0135567833720594	RHOBTB3	5	95067136
cg11018904	0.0394033068939353	SPEF1	20	3762064
cg11021744	0.39274860255626	SLC6A1	3	11034279
cg11023442	0.0141365238964701	LOC100306951;INPP5K	17	1420488
cg11024597	0.818741422230447	NA	NA	0
cg11025793	0.0615801522086215	IER2;STX10	19	13262015
cg11027330	0.23311719232292	METRN	16	764794
cg11027570	0.417387797452761	RBP1	3	139258431
cg11029501	0.00871987811732143	TARBP1	1	234614232
cg11032157	0.919313766226359	TAS2R50;PRR4;PRH1	12	11139304
cg11033833	0.642897572761277	GPR101	X	136113828
cg11034784	0.0112321106750645	MTERFD2	2	242041544
cg11034861	0.0416143212958332	TRADD;FBXL8	16	67194079
cg11035216	0.00737571654729151	RASSF1	3	50374929
cg11037148	0.226854995254625	NA	NA	0
cg11037424	0.0130854613104516	PRPF6	20	62612592
cg11037772	0.438239474415463	NA	NA	0
cg11037787	NA	PLA2G2A	1	20307002
cg11037818	0.0898160182271179		1	208041879
cg11038081	NA	ZNF235	19	44810637
cg11038843	0.581876294010455	B3GAT1	11	134281391
cg11039072	0.0188338994510373	ZNF770	15	35280907
cg11041457	0.0962363918475236	GNL3;PBRM1	3	52719354
cg11041966	0.0125973049548474	RBM28	7	127983966
cg11042320	0.615336050998324	PDGFRB	5	149534497
cg11042454	NA	TUBB2C	9	140135729
cg11043092	NA	MCPH1	8	6287904
cg11044163	0.0254650668241615	CPVL	7	29186153
cg11044263	0.00868897513811962	TMEM65	8	125385130
cg11044823	0.0157053091525383	CENPK;PPWD1	5	64858848
cg11047295	0.00978868354357875	HMGB1	13	31039916
cg11049298	0.0284661792744754	HNRNPA0	5	137089619
cg11049305	0.0681288836862255	ZC4H2	X	64196751
cg11050116	0.0146518085549538	PCM1	8	17780536
cg11050527	0.0432802498364359	ATP6V1H	8	54755511
cg11051139	0.747766756593928	KRT80	12	52580428
cg11051158	0.0572232728813976	C2orf3	2	75938223
cg11051843	0.0196086160869663	SEMA3C	7	80548695
cg11052068	0.02363294832964	WASF1;CDC40	6	110501899
cg11052143	0.734083366859036	ALS2CR11	2	202484020
cg11053574	0.0132630550316108	NT5C3L	17	39992149
cg11053740	0.0286748935048595	RAB2B;TOX4	14	21945175
cg11054882	0.0639856368050973	TRAPPC4;RPS25	11	118889578
cg11054936	0.0831561276681618	GJB2	13	20766170
cg11056832	0.0343869826126974	PKN3	9	131465146
cg11057497	0.0224399265805777	HMGCS1	5	43313384
cg11058696	0.0131514629054323	SNRPB2	20	16711094
cg11058932	0.821589545153538	TSGA13	7	130372167
cg11059341	NA	MYL1	2	211179560
cg11059483	0.0400129613311785	ESR2	14	64760864
cg11061603	0.0157981204734463	RPS10	6	34393330
cg11061975	NA	SIRPG	20	1639325
cg11062095	0.0678223178357628	C5orf15	5	133304652
cg11063110	0.903159191289218	CPA5	7	129985205
cg11063988	0.00687921596552579	SIX5	19	46272660
cg11064206	0.0114533409147546	OGFOD2;ABCB9	12	123459532
cg11064558	0.00991444371892536	ZNF295	21	43430383
cg11064797	0.0320524284409041	RELL2;HDAC3	5	141016628
cg11065385	0.0485485231311624	B4GALNT3	12	568798
cg11065518	0.0281969746910703	MDH1B;FASTKD2	2	207630263
cg11065693	NA	IRF9	14	24630380
cg11068096	0.656410964950403	NA	NA	0
cg11070419	0.748330356867135	C4BPA	1	207277210
cg11070941	0.0222372029179239	STX11	6	144471985
cg11072113	0.576838686097146	VWCE	11	61063124
cg11074362	0.838943422377745	DENND4C	9	19297575
cg11074746	0.0102711559749535	MEMO1	2	32236343
cg11075556	0.919236531824593	ANKRD7	7	117865112
cg11075745	0.672907245325498	CLDN19	1	43205976
cg11077161	0.842477529463099	SIPA1L1	14	71996050
cg11078738	0.217147042244986	ANTXR1	2	69240453
cg11079619	0.569779010151256	INHBA;LOC285954	7	41742630
cg11080718	0.0607856668774747	NA	NA	0
